=== Restore-All from Backup ===
Vault:   C:\Users\Sean\Documents\SecondBrain
[RESTORED] (1207 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d656e68616e63696e672d6578706f72742f6c75612f6d6174685f626c6f636b2e6c7561.md
[RESTORED] (427 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d656e68616e63696e672d6578706f72742f6c75612f6e65776c696e655f746f5f706172612e6c7561.md
[RESTORED] (1642 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d656e68616e63696e672d6578706f72742f6c75612f7064662e6c7561.md
[RESTORED] (1398 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d656e68616e63696e672d6578706f72742f6c75612f706f6c7966696c6c2e6c7561.md
[RESTORED] (212 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d656e68616e63696e672d6578706f72742f6c75612f73686966745f68656164696e67732e6c7561.md
[RESTORED] (455 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d656e68616e63696e672d6578706f72742f6c75612f75726c2e6c7561.md
[RESTORED] (186563 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d656e68616e63696e672d6578706f72742f6d61696e2e6a73.md
[RESTORED] (363 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d656e68616e63696e672d6578706f72742f6d616e69666573742e6a736f6e.md
[RESTORED] (85 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d656e68616e63696e672d6578706f72742f7374796c65732e637373.md
[RESTORED] (33576 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d656e68616e63696e672d6578706f72742f74657874656d706c6174652f646973736572746174696f6e2e746578.md
[RESTORED] (11082 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d656e68616e63696e672d6578706f72742f74657874656d706c6174652f6e6575726970732e737479.md
[RESTORED] (5474 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d656e68616e63696e672d6578706f72742f74657874656d706c6174652f6e6575726970732e746578.md
[RESTORED] (20186 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d657863616c69647261772d706c7567696e2f646174612e6a736f6e.md
[RESTORED] (8422629 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d657863616c69647261772d706c7567696e2f6d61696e2e6a73.md
[RESTORED] (486 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d657863616c69647261772d706c7567696e2f6d616e69666573742e6a736f6e.md
[RESTORED] (199977 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d657863616c69647261772d706c7567696e2f7374796c65732e637373.md
[RESTORED] (259 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d676f6f676c652d7461736b732f646174612e6a736f6e.md
[RESTORED] (487349 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d676f6f676c652d7461736b732f6d61696e2e6a73.md
[RESTORED] (286 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d676f6f676c652d7461736b732f6d616e69666573742e6a736f6e.md
[RESTORED] (3496 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d676f6f676c652d7461736b732f7374796c65732e637373.md
[RESTORED] (163 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d686f746b6579732d666f722d73706563696669632d66696c65732f646174612e6a736f6e.md
[RESTORED] (69963 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d686f746b6579732d666f722d73706563696669632d66696c65732f6d61696e2e6a73.md
[RESTORED] (343 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d686f746b6579732d666f722d73706563696669632d66696c65732f6d616e69666573742e6a736f6e.md
[RESTORED] (151687 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d696d6167652d746f6f6c6b69742f6d61696e2e6a73.md
[RESTORED] (293 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d696d6167652d746f6f6c6b69742f6d616e69666573742e6a736f6e.md
[RESTORED] (12300 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d696d6167652d746f6f6c6b69742f7374796c65732e637373.md
[RESTORED] (669137 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d696d706f727465722f6d61696e2e6a73.md
[RESTORED] (330 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d696d706f727465722f6d616e69666573742e6a736f6e.md
[RESTORED] (3441 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d696d706f727465722f7374796c65732e637373.md
[RESTORED] (4037857 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d6d61726b6d696e642f6d61696e2e6a73.md
[RESTORED] (285 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d6d61726b6d696e642f6d616e69666573742e6a736f6e.md
[RESTORED] (69721 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d6d61726b6d696e642f7374796c65732e637373.md
[RESTORED] (442 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d6d6574612d62696e642d706c7567696e2f646174612e6a736f6e.md
[RESTORED] (1146756 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d6d6574612d62696e642d706c7567696e2f6d61696e2e6a73.md
[RESTORED] (445 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d6d6574612d62696e642d706c7567696e2f6d616e69666573742e6a736f6e.md
[RESTORED] (15878 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d6d6574612d62696e642d706c7567696e2f7374796c65732e637373.md
[RESTORED] (4147 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d726561642d69742d6c617465722f646174612e6a736f6e.md
[RESTORED] (203735 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d726561642d69742d6c617465722f6d61696e2e6a73.md
[RESTORED] (380 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d726561642d69742d6c617465722f6d616e69666573742e6a736f6e.md
[RESTORED] (18673 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d736f72742d616e642d7065726d7574652d6c696e65732f6d61696e2e6a73.md
[RESTORED] (263 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d736f72742d616e642d7065726d7574652d6c696e65732f6d616e69666573742e6a736f6e.md
[RESTORED] (15468 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d7374796c652d73657474696e67732f646174612e6a736f6e.md
[RESTORED] (154724 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d7374796c652d73657474696e67732f6d61696e2e6a73.md
[RESTORED] (328 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d7374796c652d73657474696e67732f6d616e69666573742e6a736f6e.md
[RESTORED] (14149 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d7374796c652d73657474696e67732f7374796c65732e637373.md
[RESTORED] (1919 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d7461736b732d706c7567696e2f646174612e6a736f6e.md
[RESTORED] (830450 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d7461736b732d706c7567696e2f6d61696e2e6a73.md
[RESTORED] (518 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d7461736b732d706c7567696e2f6d616e69666573742e6a736f6e.md
[RESTORED] (27067 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e2d7461736b732d706c7567696e2f7374796c65732e637373.md
[RESTORED] (65 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e34322d627261742f627261742d6d6967726174696f6e732e6a736f6e.md
[RESTORED] (666 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e34322d627261742f646174612e6a736f6e.md
[RESTORED] (83212 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e34322d627261742f6d61696e2e6a73.md
[RESTORED] (386 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e34322d627261742f6d616e69666573742e6a736f6e.md
[RESTORED] (2730 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f6f6273696469616e34322d627261742f7374796c65732e637373.md
[RESTORED] (383 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7061696e7465722f646174612e6a736f6e.md
[RESTORED] (56591 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7061696e7465722f6d61696e2e6a73.md
[RESTORED] (297 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7061696e7465722f6d616e69666573742e6a736f6e.md
[RESTORED] (10056 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7061696e7465722f7374796c65732e637373.md
[RESTORED] (21516 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7064662d666f6c6465722d746f2d6d61726b646f776e732f6d61696e2e6a73.md
[RESTORED] (549 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7064662d666f6c6465722d746f2d6d61726b646f776e732f6d616e69666573742e6a736f6e.md
[RESTORED] (2027 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7064662d70617374652f6d61696e2e6a73.md
[RESTORED] (273 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7064662d70617374652f6d616e69666573742e6a736f6e.md
[RESTORED] (575 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f706572696f6469632d6e6f7465732f646174612e6a736f6e.md
[RESTORED] (180585 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f706572696f6469632d6e6f7465732f6d61696e2e6a73.md
[RESTORED] (280 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f706572696f6469632d6e6f7465732f6d616e69666573742e6a736f6e.md
[RESTORED] (488 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f706572696f6469632d6e6f7465732f7374796c65732e637373.md
[RESTORED] (115556 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f706978656c2d706572666563742d696d6167652f6d61696e2e6a73.md
[RESTORED] (425 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f706978656c2d706572666563742d696d6167652f6d616e69666573742e6a736f6e.md
[RESTORED] (5217 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f706978656c2d706572666563742d696d6167652f7374796c65732e637373.md
[RESTORED] (31101 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f717569636b6164642f646174612e6a736f6e.md
[RESTORED] (4265302 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f717569636b6164642f6d61696e2e6a73.md
[RESTORED] (371 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f717569636b6164642f6d616e69666573742e6a736f6e.md
[RESTORED] (10952 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f717569636b6164642f7374796c65732e637373.md
[RESTORED] (4332 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7261696e626f772d666f6c646572732d66697865722f6d61696e2e6a73.md
[RESTORED] (313 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7261696e626f772d666f6c646572732d66697865722f6d616e69666573742e6a736f6e.md
[RESTORED] (6078 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f726563656e742d66696c65732d6f6273696469616e2f646174612028436f6e666c696374656420436f707920323032362d30352d31305432312d3431292e6a736f6e.md
[RESTORED] (6228 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f726563656e742d66696c65732d6f6273696469616e2f646174612e6a736f6e.md
[RESTORED] (54513 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f726563656e742d66696c65732d6f6273696469616e2f6d61696e2e6a73.md
[RESTORED] (510 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f726563656e742d66696c65732d6f6273696469616e2f6d616e69666573742e6a736f6e.md
[RESTORED] (523 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f726563656e742d66696c65732d6f6273696469616e2f7374796c65732e637373.md
[RESTORED] (178327 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7265636970652d766965772f6d61696e2e6a73.md
[RESTORED] (320 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7265636970652d766965772f6d616e69666573742e6a736f6e.md
[RESTORED] (716 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7265636970652d766965772f7374796c65732e637373.md
[RESTORED] (2563 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f72656d6f76652d656d7074792d666f6c646572732f6d61696e2e6a73.md
[RESTORED] (247 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f72656d6f76652d656d7074792d666f6c646572732f6d616e69666573742e6a736f6e.md
[RESTORED] (164 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f72656d6f76652d656d7074792d666f6c646572732f7374796c65732e637373.md
[RESTORED] (10101556 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7273732d64617368626f6172642f646174612e6a736f6e.md
[RESTORED] (19041 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f73657474696e67732d7365617263682f6d61696e2e6a73.md
[RESTORED] (306 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f73657474696e67732d7365617263682f6d616e69666573742e6a736f6e.md
[RESTORED] (614 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f73657474696e67732d7365617263682f7374796c65732e637373.md
[RESTORED] (2310 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f73696d706c652d62616e6e65722f646174612e6a736f6e.md
[RESTORED] (24481 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f73696d706c652d62616e6e65722f6d61696e2e6a73.md
[RESTORED] (311 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f73696d706c652d62616e6e65722f6d616e69666573742e6a736f6e.md
[RESTORED] (21073 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f73696d706c652d62616e6e65722f7374796c65732e637373.md
[RESTORED] (654 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f73696d706c652d656d626564732f646174612e6a736f6e.md
[RESTORED] (83889 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f73696d706c652d656d626564732f6d61696e2e6a73.md
[RESTORED] (309 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f73696d706c652d656d626564732f6d616e69666573742e6a736f6e.md
[RESTORED] (2389 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f73696d706c652d656d626564732f7374796c65732e637373.md
[RESTORED] (94 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7461626c652d656469746f722d6f6273696469616e2f646174612e6a736f6e.md
[RESTORED] (272291 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7461626c652d656469746f722d6f6273696469616e2f6d61696e2e6a73.md
[RESTORED] (493 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7461626c652d656469746f722d6f6273696469616e2f6d616e69666573742e6a736f6e.md
[RESTORED] (1751 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7461626c652d656469746f722d6f6273696469616e2f7374796c65732e637373.md
[RESTORED] (539509 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f746162732f6d61696e2e6a73.md
[RESTORED] (226 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f746162732f6d616e69666573742e6a736f6e.md
[RESTORED] (9944 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f746162732f7374796c65732e637373.md
[RESTORED] (18015 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7461736b6e6f7465732f646174612e6a736f6e.md
[RESTORED] (4192582 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7461736b6e6f7465732f6d61696e2e6a73.md
[RESTORED] (305 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7461736b6e6f7465732f6d616e69666573742e6a736f6e.md
[RESTORED] (525801 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7461736b6e6f7465732f7374796c65732e637373.md
[RESTORED] (797 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f74656d706c617465722d6f6273696469616e2f646174612e6a736f6e.md
[RESTORED] (321272 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f74656d706c617465722d6f6273696469616e2f6d61696e2e6a73.md
[RESTORED] (331 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f74656d706c617465722d6f6273696469616e2f6d616e69666573742e6a736f6e.md
[RESTORED] (4932 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f74656d706c617465722d6f6273696469616e2f7374796c65732e637373.md
[RESTORED] (300 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f746578742d657874726163746f722f63616368652f36373763333764663437376339303936626266383961326264303738376634362e6a736f6e.md
[RESTORED] (159 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f746578742d657874726163746f722f63616368652f65396463633333363964313234623634366532343134336131643334393333662e6a736f6e.md
[RESTORED] (88 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f746578742d657874726163746f722f646174612e6a736f6e.md
[RESTORED] (3037723 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f746578742d657874726163746f722f6d61696e2e6a73.md
[RESTORED] (457 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f746578742d657874726163746f722f6d616e69666573742e6a736f6e.md
[RESTORED] (504 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7465787432617564696f2f646174612e6a736f6e.md
[RESTORED] (1175249 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7465787432617564696f2f6d61696e2e6a73.md
[RESTORED] (301 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7465787432617564696f2f6d616e69666573742e6a736f6e.md
[RESTORED] (24634 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f7465787432617564696f2f7374796c65732e637373.md
[RESTORED] (7743 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f776562706167652d68746d6c2d6578706f72742f646174612e6a736f6e.md
[RESTORED] (3343853 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f776562706167652d68746d6c2d6578706f72742f6d61696e2e6a73.md
[RESTORED] (817 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f776562706167652d68746d6c2d6578706f72742f6d616e69666573742e6a736f6e.md
[RESTORED] (5339 bytes)  .obsidian\plugins\IonSync\data\shadow\2e6f6273696469616e2f706c7567696e732f776562706167652d68746d6c2d6578706f72742f7374796c65732e637373.md
